neighborhood,price,layout,bathrooms,square_footage
Chelsea,3995.00,2 Bedroom,1 Bathroom,827
Murray Hill,6696.00,Flex 4,2 Bathroom,1290
Upper East Side,6500.00,1 Bedroom,1 Bathroom,966
Financial District,4800.00,Alcove Studio,1 Bathroom,1418
Upper East Side,5042.00,2 Bedroom,1 Bathroom,887
Chelsea,5095.00,1 Bedroom w/ HO,2 Bathroom,830
Rego Park,2155.00,2 Bedroom,1 Bathroom,900
Murray Hill,5262.00,2 Bedroom,1 Bathroom,921
Nolita,6725.00,2 Bedroom,2 Bathroom,796
Midtown West,5800.00,1 Bedroom,1.5 Bathroom,1200
East Harlem,2468.00,1 Bedroom,1 Bathroom,745
Midtown,3950.00,1 Bedroom,1 Bathroom,600
Williamsburg,4000.00,1 Bedroom,1 Bathroom,1200
Union Square,3850.00,Studio,1 Bathroom,549
Noho,4575.00,1 Bedroom,1 Bathroom,684
Upper East Side,4350.00,2 Bedroom,1 Bathroom,1200
Washington Heights,2600.00,2 Bedroom,1 Bathroom,550
Chinatown,6200.00,4 Bedroom,2 Bathroom,1800
Brooklyn Heights,3300.00,1 Bedroom,1 Bathroom,700
Bushwick,2900.00,3 Bedroom,1.5 Bathroom,0
Upper West Side,6690.00,3 Bedroom,2.5 Bathroom,1800
Downtown Brooklyn,4195.00,1 Bedroom,1 Bathroom,722
Long Island City,3085.00,1 Bedroom,1 Bathroom,850
Upper East Side,3250.00,Studio,1 Bathroom,514
Noho,3495.00,1 Bedroom,1 Bathroom,600
Greenpoint,4100.00,2 Bedroom,2 Bathroom,960
Financial District,3195.00,Studio,1 Bathroom,656
Midtown West,3995.00,1 Bedroom,1 Bathroom,696
Harlem,1800.00,Studio,1 Bathroom,432
Midtown West,3621.00,1 Bedroom,1 Bathroom,681
Downtown Brooklyn,3866.00,2 Bedroom,1 Bathroom,931
Brooklyn Heights,8000.00,4 Bedroom,3 Bathroom,1800
Upper East Side,4400.00,2 Bedroom,2 Bathroom,948
Murray Hill,4199.00,1 Bedroom,1 Bathroom,772
Port Morris,2150.00,1 Bedroom,1 Bathroom,1000
East Village,3000.00,2 Bedroom,1 Bathroom,700
Williamsburg,2350.00,Studio,1 Bathroom,500
Union Square,3750.00,Studio,1 Bathroom,636
Midtown East,2650.00,Studio,1 Bathroom,650
Upper East Side,4300.00,1 Bedroom,1 Bathroom,872
Financial District,6195.00,2 Bedroom,2 Bathroom,1206
Bedford-Stuyvesant,1995.00,1 Bedroom,1 Bathroom,700
Melrose,2300.00,3 Bedroom,1 Bathroom,1000
Flushing,1787.00,1 Bedroom,1 Bathroom,700
Midtown West,6850.00,2 Bedroom,2 Bathroom,1329
Downtown Brooklyn,4089.00,2 Bedroom,1 Bathroom,830
Midtown West,4425.00,2 Bedroom,2 Bathroom,851
Murray Hill,6748.00,Flex 4,2 Bathroom,1290
East Harlem,2095.00,Studio,1 Bathroom,598
Clinton Hill,4200.00,3 Bedroom,2 Bathroom,2200
Crown Heights,2899.00,4 Bedroom,2 Bathroom,1600
Murray Hill,5855.00,2 Bedroom,2 Bathroom,1171
Greenpoint,2850.00,1 Bedroom,1 Bathroom,688
DUMBO,5600.00,1 Bedroom w/ HO,2 Bathroom,1342
Flushing,2900.00,3 Bedroom,1 Bathroom,1500
East Harlem,2580.00,1 Bedroom,1 Bathroom,681
Greenpoint,2995.00,1 Bedroom,1 Bathroom,685
Murray Hill,5775.00,2 Bedroom,2 Bathroom,1095
Chelsea,4325.00,1 Bedroom,1 Bathroom,635
Williamsburg,3100.00,2 Bedroom,1 Bathroom,0
Midtown,4350.00,1 Bedroom,1 Bathroom,650
Upper East Side,3320.00,1 Bedroom,1 Bathroom,675
Bushwick,3075.00,3 Bedroom,1.5 Bathroom,0
Financial District,3095.00,1 Bedroom,1 Bathroom,677
Williamsburg,3500.00,1 Bedroom w/ HO,1 Bathroom,759
Upper West Side,3295.00,Studio,1 Bathroom,597
Riverdale,1695.00,Studio,1 Bathroom,550
Riverdale,2150.00,1 Bedroom,1 Bathroom,625
Cobble Hill,2500.00,1 Bedroom,1 Bathroom,850
Clinton Hill,2745.00,2 Bedroom,1 Bathroom,765
East Williamsburg,4265.00,2 Bedroom,2 Bathroom,864
Bushwick,2382.00,2 Bedroom,1 Bathroom,1000
Forest Hills,3175.00,3 Bedroom,2 Bathroom,1300
East Williamsburg,2700.00,1 Bedroom,1 Bathroom,602
Battery Park City,3300.00,1 Bedroom,1 Bathroom,624
Upper West Side,4000.00,1 Bedroom,1 Bathroom,850
Bushwick,3850.00,3 Bedroom,2 Bathroom,2000
Upper West Side,11900.00,3 Bedroom,3 Bathroom,1859
Upper East Side,3150.00,1 Bedroom,1 Bathroom,648
Upper East Side,5000.00,2 Bedroom,2 Bathroom,962
Upper West Side,4000.00,1 Bedroom,1 Bathroom,691
Upper West Side,12750.00,Flex 4,3 Bathroom,2041
Gramercy,2050.00,1 Bedroom,1 Bathroom,400
Midtown,4500.00,1 Bedroom,1 Bathroom,729
Downtown Brooklyn,4333.00,2 Bedroom,2 Bathroom,923
Rego Park,1880.00,1 Bedroom,1 Bathroom,750
Woodhaven,1800.00,1 Bedroom,1 Bathroom,750
Financial District,3165.00,Studio,1 Bathroom,590
Williamsburg,3463.00,1 Bedroom,1 Bathroom,785
Midtown West,3500.00,1 Bedroom,1 Bathroom,630
Downtown Brooklyn,2345.00,Studio,1 Bathroom,476
Downtown Brooklyn,4500.00,2 Bedroom,2 Bathroom,1300
Carroll Gardens,3400.00,2 Bedroom,2 Bathroom,871
Kips Bay,3975.00,2 Bedroom,1 Bathroom,825
Murray Hill,3885.00,1 Bedroom,1 Bathroom,739
Upper West Side,5500.00,2 Bedroom,2 Bathroom,1100
Upper West Side,4250.00,1 Bedroom,1 Bathroom,680
East Village,3100.00,2 Bedroom,1 Bathroom,650
Murray Hill,4861.00,2 Bedroom,2 Bathroom,1085
Upper West Side,2900.00,Studio,1 Bathroom,517
Battery Park City,4150.00,1 Bedroom,1 Bathroom,800
Flushing,1467.00,Studio,1 Bathroom,600
Financial District,4000.00,Studio,1 Bathroom,700
Crown Heights,1900.00,Studio,1 Bathroom,500
Financial District,2956.00,Studio,1 Bathroom,453
Greenpoint,3680.00,3 Bedroom,2 Bathroom,1200
Vinegar Hill,3990.00,1 Bedroom,1.5 Bathroom,1384
Murray Hill,2816.00,Studio,1 Bathroom,382
Downtown Brooklyn,4022.00,2 Bedroom,1 Bathroom,830
Midtown East,2695.00,Alcove Studio,1 Bathroom,573
Upper West Side,5500.00,1 Bedroom,1.5 Bathroom,1028
Harlem,2850.00,1 Bedroom,1 Bathroom,838
Williamsburg,4500.00,2 Bedroom,2 Bathroom,1200
Stuyvesant Town,5933.00,3 Bedroom,2 Bathroom,1223
East Village,3800.00,3 Bedroom,1 Bathroom,750
Murray Hill,3950.00,1 Bedroom,1 Bathroom,773
Flatbush,2730.00,2 Bedroom,1 Bathroom,700
Upper East Side,4500.00,1 Bedroom,1 Bathroom,860
East Village,5500.00,1 Bedroom,2 Bathroom,1065
Downtown Brooklyn,4925.00,2 Bedroom,2 Bathroom,923
Upper West Side,4880.00,1 Bedroom,1 Bathroom,865
Bay Ridge,2700.00,3 Bedroom w/ HO,1 Bathroom,1160
Upper East Side,3700.00,1 Bedroom,1 Bathroom,708
Financial District,3300.00,Studio,1 Bathroom,669
Midtown West,3250.00,Studio,1 Bathroom,362
Prospect Heights,3675.00,2 Bedroom,2 Bathroom,753
Upper East Side,3275.00,Studio,1 Bathroom,475
Upper East Side,3400.00,1 Bedroom,1 Bathroom,1000
Sunset Park,2195.00,1 Bedroom,1 Bathroom,1000
Bay Ridge,1750.00,2 Bedroom,1 Bathroom,800
Harlem,1700.00,Studio,1 Bathroom,432
Downtown Brooklyn,3244.00,1 Bedroom,1 Bathroom,725
Park Slope,3800.00,2 Bedroom,2 Bathroom,976
Williamsburg,3350.00,1 Bedroom,1 Bathroom,750
Midtown,3500.00,1 Bedroom,1 Bathroom,550
Flatbush,3200.00,4 Bedroom,2 Bathroom,1200
Williamsburg,3275.00,1 Bedroom,1 Bathroom,682
Upper East Side,2650.00,1 Bedroom,1 Bathroom,475
Flatiron,5875.00,2 Bedroom,2 Bathroom,1008
Financial District,2650.00,Studio,1 Bathroom,469
Upper East Side,4470.00,2 Bedroom,2 Bathroom,844
Upper East Side,2995.00,Studio,1 Bathroom,600
Brooklyn Heights,2395.00,1 Bedroom,1 Bathroom,600
Upper West Side,5610.00,2 Bedroom,2 Bathroom,872
Upper East Side,6028.00,1 Bedroom,1 Bathroom,1034
Williamsbridge,1600.00,2 Bedroom,1 Bathroom,1200
Upper West Side,7000.00,2 Bedroom w/ HO,2 Bathroom,1100
Harlem,3799.00,3 Bedroom,2 Bathroom,950
Inwood,1895.00,Studio,1 Bathroom,450
Rego Park,2100.00,1 Bedroom,1 Bathroom,900
East Village,3277.00,2 Bedroom,1 Bathroom,495
Midtown East,3250.00,2 Bedroom,1 Bathroom,677
Sunset Park,1795.00,1 Bedroom,1 Bathroom,950
East Village,4275.00,1 Bedroom,1 Bathroom,800
Clinton Hill,3000.00,2 Bedroom,1 Bathroom,800
Harlem,3600.00,3 Bedroom,2 Bathroom,1200
Financial District,3400.00,Studio,1 Bathroom,630
Clinton Hill,3750.00,3 Bedroom,1 Bathroom,1050
Midtown East,2600.00,Studio,1 Bathroom,550
East Williamsburg,2700.00,1 Bedroom,1 Bathroom,600
Murray Hill,2795.00,1 Bedroom,1 Bathroom,550
South Williamsburg,3300.00,1 Bedroom,1 Bathroom,700
Financial District,3750.00,1 Bedroom,1 Bathroom,813
Soho,2900.00,1 Bedroom,1 Bathroom,700
Flushing,1542.00,1 Bedroom,1 Bathroom,700
Long Island City,2979.00,1 Bedroom,1 Bathroom,630
Downtown Brooklyn,3163.00,1 Bedroom,1 Bathroom,679
Midtown,4000.00,1 Bedroom,1 Bathroom,598
Upper West Side,3750.00,1 Bedroom,1 Bathroom,750
Harlem,2750.00,1 Bedroom,1 Bathroom,664
Sunnyside,2200.00,1 Bedroom,1 Bathroom,750
Park Slope,3000.00,1 Bedroom,1 Bathroom,751
Upper West Side,5470.00,2 Bedroom,2 Bathroom,994
Upper East Side,3550.00,1 Bedroom w/ HO,1 Bathroom,850
Riverdale,1495.00,Studio,1 Bathroom,480
Flushing,3000.00,3 Bedroom,2 Bathroom,1500
Midtown,3800.00,1 Bedroom,1 Bathroom,730
Crown Heights,3699.00,1 Bedroom w/ HO,1 Bathroom,950
Upper East Side,3225.00,1 Bedroom,1 Bathroom,672
East Village,5100.00,1 Bedroom,1 Bathroom,630
Upper East Side,3495.00,1 Bedroom,1 Bathroom,692
Crown Heights,1995.00,1 Bedroom,1 Bathroom,700
Upper East Side,8750.00,2 Bedroom,2 Bathroom,1386
Astoria,1980.00,1 Bedroom,1 Bathroom,800
NoMad,5495.00,1 Bedroom,1 Bathroom,714
Murray Hill,3646.00,1 Bedroom,1 Bathroom,552
Chelsea,4295.00,1 Bedroom,1 Bathroom,800
Union Square,3550.00,Studio,1 Bathroom,520
Riverdale,2550.00,2 Bedroom,1 Bathroom,1250
Financial District,3112.00,1 Bedroom,1 Bathroom,650
Upper West Side,4495.00,2 Bedroom,1 Bathroom,0
Williamsburg,2650.00,Studio,1 Bathroom,500
Rego Park,1900.00,1 Bedroom,1 Bathroom,700
Greenpoint,2700.00,1 Bedroom,1 Bathroom,700
Williamsburg,3500.00,1 Bedroom,1 Bathroom,733
Lower East Side,2400.00,Studio,1 Bathroom,407
East Harlem,2700.00,1 Bedroom,1 Bathroom,1100
Midtown,7285.00,Flex 4,2 Bathroom,1150
Midtown East,4600.00,2 Bedroom,2 Bathroom,1073
Upper East Side,4125.00,1 Bedroom,2 Bathroom,815
Midtown West,3850.00,1 Bedroom,1.5 Bathroom,823
Greenwood Heights,1975.00,1 Bedroom,1 Bathroom,900
Bedford-Stuyvesant,2700.00,3 Bedroom,1 Bathroom,0
Murray Hill,6101.00,Flex 4,2 Bathroom,1343
Upper East Side,3275.00,1 Bedroom,1 Bathroom,618
Williamsburg,3550.00,4 Bedroom,1 Bathroom,1100
Harlem,2150.00,2 Bedroom,1 Bathroom,600
Upper East Side,3200.00,1 Bedroom,1 Bathroom,776
Murray Hill,5500.00,3 Bedroom,1 Bathroom,855
Chelsea,4804.00,1 Bedroom,1 Bathroom,670
Upper East Side,3025.00,1 Bedroom,1 Bathroom,562
Fort Greene,4400.00,4 Bedroom,1 Bathroom,1300
Flatbush,3667.00,2 Bedroom,2 Bathroom,895
Chelsea,3300.00,Studio,1 Bathroom,550
Lower East Side,3092.00,2 Bedroom,1 Bathroom,650
Midtown,2750.00,Studio,1 Bathroom,501
Flatbush,2000.00,1 Bedroom,1 Bathroom,518
Upper East Side,3600.00,1 Bedroom,1 Bathroom,708
Flushing,1700.00,Studio,1 Bathroom,650
Williamsburg,3500.00,3 Bedroom,1 Bathroom,1320
West Village,5495.00,2 Bedroom,2 Bathroom,900
Harlem,1600.00,1 Bedroom,1 Bathroom,350
Brooklyn Heights,3050.00,1 Bedroom,1 Bathroom,600
Chelsea,4835.00,1 Bedroom,1 Bathroom,683
Boerum Hill,2908.00,1 Bedroom,1 Bathroom,578
Battery Park City,3330.00,1 Bedroom,1 Bathroom,770
Downtown Brooklyn,3644.00,1 Bedroom,1 Bathroom,674
Bedford-Stuyvesant,2995.00,2 Bedroom,2 Bathroom,1000
DUMBO,5495.00,2 Bedroom,2 Bathroom,1236
Harlem,1850.00,Studio,1 Bathroom,460
Midtown,7950.00,2 Bedroom,2.5 Bathroom,1311
Boerum Hill,3000.00,1 Bedroom,1 Bathroom,750
Kensington,2675.00,1 Bedroom,1 Bathroom,690
Noho,4200.00,Studio,1 Bathroom,530
Upper West Side,4050.00,1 Bedroom,1 Bathroom,637
Chelsea,4935.00,1 Bedroom,1 Bathroom,635
Midtown East,2295.00,Studio,1 Bathroom,500
East Village,4500.00,1 Bedroom,1 Bathroom,463
Upper East Side,3084.00,1 Bedroom,1 Bathroom,618
Bushwick,2750.00,2 Bedroom,2 Bathroom,2000
Battery Park City,5086.00,2 Bedroom,2 Bathroom,1157
Lower East Side,4770.00,4 Bedroom,2 Bathroom,1200
Williamsburg,3999.00,Studio,1 Bathroom,945
Hudson Yards,3876.00,1 Bedroom,1 Bathroom,735
Upper West Side,3500.00,Studio,1 Bathroom,447
Chelsea,5550.00,1 Bedroom,1 Bathroom,741
Greenwich Village,3295.00,Studio,1 Bathroom,558
Bedford-Stuyvesant,1950.00,2 Bedroom,1 Bathroom,800
Battery Park City,4100.00,1 Bedroom,1 Bathroom,677
Battery Park City,4450.00,1 Bedroom,1 Bathroom,770
Upper East Side,2630.00,Studio,1 Bathroom,419
Clinton Hill,3985.00,3 Bedroom,2 Bathroom,1415
Upper East Side,3300.00,1 Bedroom,1.5 Bathroom,702
Upper East Side,2695.00,Studio,1 Bathroom,471
Corona,1440.00,Studio,1 Bathroom,468
Bedford-Stuyvesant,2100.00,2 Bedroom,1 Bathroom,500
Lower East Side,2550.00,1 Bedroom,1 Bathroom,600
East Village,3200.00,2 Bedroom,1 Bathroom,750
Downtown Brooklyn,2650.00,Studio,1 Bathroom,445
Lower East Side,3200.00,2 Bedroom,1 Bathroom,650
Downtown Brooklyn,3418.00,1 Bedroom,1 Bathroom,621
Williamsburg,2775.00,Studio,1 Bathroom,494
Greenwich Village,2400.00,Studio,1 Bathroom,400
Gramercy,2775.00,Studio,1 Bathroom,565
Park Slope,3595.00,3 Bedroom w/ HO,1 Bathroom,1000
Gowanus,4538.00,2 Bedroom,2 Bathroom,949
Ridgewood,3600.00,4 Bedroom,2 Bathroom,1300
Williamsburg,4060.00,2 Bedroom,2 Bathroom,1100
Upper West Side,20000.00,4 Bedroom,3.5 Bathroom,3000
Harlem,8000.00,3 Bedroom,3 Bathroom,1756
Lefferts,3000.00,3 Bedroom,2 Bathroom,1200
Soho,4225.00,2 Bedroom,1 Bathroom,470
Williamsburg,2600.00,Studio,1 Bathroom,461
Harlem,7500.00,3 Bedroom,3.5 Bathroom,1863
Financial District,4250.00,1 Bedroom,1 Bathroom,700
Upper East Side,7400.00,1 Bedroom,1 Bathroom,834
Upper East Side,4990.00,2 Bedroom,1 Bathroom,855
Upper East Side,3125.00,1 Bedroom,1 Bathroom,677
Upper East Side,3150.00,Flex 2,2 Bathroom,715
Inwood,2300.00,2 Bedroom,1 Bathroom,996
Noho,23500.00,3 Bedroom,3.5 Bathroom,2650
Upper East Side,3700.00,2 Bedroom,1 Bathroom,493
Upper East Side,8900.00,2 Bedroom,2 Bathroom,1347
Bushwick,2769.00,2 Bedroom,1 Bathroom,850
East Village,2450.00,3 Bedroom,1 Bathroom,600
Crown Heights,2307.00,2 Bedroom,2 Bathroom,1185
Flushing,1600.00,1 Bedroom,1 Bathroom,650
Upper East Side,4029.00,2 Bedroom,2 Bathroom,948
Carroll Gardens,4150.00,2 Bedroom,2 Bathroom,1126
Greenpoint,3450.00,1 Bedroom,1 Bathroom,727
Upper West Side,2850.00,1 Bedroom,1 Bathroom,550
Bedford-Stuyvesant,2350.00,1 Bedroom,1 Bathroom,800
Williamsburg,3300.00,1 Bedroom,1 Bathroom,695
Flatbush,3625.00,2 Bedroom,2 Bathroom,895
Bedford-Stuyvesant,3200.00,3 Bedroom,2 Bathroom,1400
Upper East Side,1850.00,1 Bedroom,1 Bathroom,389
Boerum Hill,7000.00,4 Bedroom,2 Bathroom,2100
Midtown,3000.00,1 Bedroom,1 Bathroom,620
Upper East Side,2250.00,1 Bedroom,1 Bathroom,450
East Harlem,2600.00,3 Bedroom,1 Bathroom,1100
Flushing,2300.00,2 Bedroom,1 Bathroom,1200
Ditmas Park,1950.00,2 Bedroom,1 Bathroom,750
Battery Park City,7300.00,3 Bedroom,2.5 Bathroom,1311
Gramercy,2795.00,1 Bedroom,1 Bathroom,680
Harlem,2350.00,1 Bedroom,1 Bathroom,670
Murray Hill,4020.00,1 Bedroom,1 Bathroom,675
Battery Park City,7500.00,2 Bedroom,2 Bathroom,1321
Harlem,2950.00,2 Bedroom,1 Bathroom,1000
Clinton Hill,3950.00,2 Bedroom,2 Bathroom,1154
Flushing,1600.00,Studio,1 Bathroom,600
Williamsburg,4625.00,2 Bedroom,2 Bathroom,950
Riverdale,2400.00,1 Bedroom,1 Bathroom,994
Murray Hill,2908.00,Studio,1 Bathroom,382
Upper West Side,6645.00,2 Bedroom,2 Bathroom,1055
Chelsea,6992.00,2 Bedroom,2 Bathroom,988
Battery Park City,7200.00,2 Bedroom,2 Bathroom,1526
Williamsburg,2950.00,1 Bedroom,1 Bathroom,750
Upper West Side,4095.00,1 Bedroom,2 Bathroom,900
Downtown Brooklyn,2487.00,Studio,1 Bathroom,493
Midtown West,3300.00,Studio,1 Bathroom,445
Harlem,1650.00,Studio,1 Bathroom,400
Lower East Side,4125.00,3 Bedroom,1 Bathroom,850
Harlem,2495.00,2 Bedroom,1 Bathroom,800
Williamsburg,2933.00,1 Bedroom,1 Bathroom,596
Murray Hill,2750.00,Studio,1 Bathroom,750
Chelsea,2475.00,Studio,1 Bathroom,500
Rego Park,2200.00,1 Bedroom,1 Bathroom,750
Downtown Brooklyn,3065.00,1 Bedroom,1 Bathroom,677
Midtown,4600.00,1 Bedroom,1 Bathroom,789
Lefferts,3495.00,3 Bedroom,2 Bathroom,1175
Midtown West,2650.00,Studio,1 Bathroom,417
Ridgewood,1950.00,2 Bedroom,1 Bathroom,950
Financial District,3595.00,1 Bedroom,1 Bathroom,900
Bedford-Stuyvesant,2300.00,2 Bedroom,1 Bathroom,900
Financial District,4865.00,1 Bedroom,1 Bathroom,947
Crown Heights,1900.00,2 Bedroom,1 Bathroom,736
Crown Heights,2289.00,1 Bedroom,1 Bathroom,700
Upper West Side,3650.00,2 Bedroom,1 Bathroom,735
Midtown,4250.00,1 Bedroom,1 Bathroom,750
Greenwich Village,2900.00,1 Bedroom,1 Bathroom,550
East Village,4700.00,3 Bedroom,1 Bathroom,1400
Upper East Side,2950.00,1 Bedroom,1 Bathroom,627
East Village,4995.00,4 Bedroom,2 Bathroom,800
Midtown,5500.00,1 Bedroom,1 Bathroom,926
Long Island City,3900.00,2 Bedroom,2 Bathroom,1072
Upper East Side,2100.00,Studio,1 Bathroom,525
Lefferts,3415.00,3 Bedroom,2 Bathroom,900
Chelsea,4432.00,1 Bedroom,1 Bathroom,607
Upper West Side,5000.00,2 Bedroom,2 Bathroom,1400
Bedford-Stuyvesant,2325.00,1 Bedroom,1 Bathroom,700
Upper East Side,3350.00,Studio,1 Bathroom,700
Harlem,3200.00,2 Bedroom,2 Bathroom,1100
Hudson Heights,2000.00,1 Bedroom,1 Bathroom,777
Midtown West,9000.00,4 Bedroom,3 Bathroom,1900
Greenpoint,3849.00,3 Bedroom,2 Bathroom,1050
Midtown,6750.00,2 Bedroom,2 Bathroom,1282
Downtown Brooklyn,2928.00,1 Bedroom,1 Bathroom,658
Upper West Side,3575.00,2 Bedroom,1 Bathroom,0
Bushwick,2300.00,1 Bedroom,1 Bathroom,0
Downtown Brooklyn,4354.00,2 Bedroom,2 Bathroom,931
Upper East Side,6500.00,1 Bedroom,1.5 Bathroom,1105
Bushwick,3500.00,4 Bedroom,1.5 Bathroom,800
Clinton Hill,3750.00,3 Bedroom,1 Bathroom,1050
Murray Hill,4242.00,Flex 3,1 Bathroom,957
East Village,3000.00,2 Bedroom,1 Bathroom,650
Rego Park,2319.00,2 Bedroom,1 Bathroom,1100
Prospect Heights,2500.00,Studio,1 Bathroom,450
Downtown Brooklyn,4800.00,2 Bedroom,2 Bathroom,1069
Upper West Side,3050.00,1 Bedroom,1 Bathroom,547
Midtown,11400.00,3 Bedroom,2.5 Bathroom,2000
NoMad,3665.00,Studio,1 Bathroom,550
Forest Hills,3200.00,2 Bedroom,1 Bathroom,1100
Midtown East,3995.00,1 Bedroom,1 Bathroom,800
Upper East Side,3875.00,1 Bedroom,2 Bathroom,734
Upper East Side,3000.00,Alcove Studio,1 Bathroom,550
East Village,6150.00,2 Bedroom,2 Bathroom,765
NoMad,5500.00,1 Bedroom,1 Bathroom,796
Jackson Heights,3400.00,3 Bedroom w/ HO,2 Bathroom,1525
Upper East Side,4250.00,1 Bedroom,1 Bathroom,872
Upper East Side,3600.00,1 Bedroom,1 Bathroom,900
Midtown West,1850.00,Studio,1 Bathroom,300
Williamsburg,2500.00,2 Bedroom,1 Bathroom,750
Financial District,3519.00,Studio,1 Bathroom,591
Upper East Side,3750.00,2 Bedroom,2 Bathroom,1200
Boerum Hill,2765.00,Studio,1 Bathroom,610
Midtown West,4050.00,1 Bedroom,1 Bathroom,721
Murray Hill,3595.00,1 Bedroom,1 Bathroom,664
Financial District,4500.00,1 Bedroom,1 Bathroom,690
Battery Park City,8000.00,2 Bedroom,2 Bathroom,1439
Financial District,4000.00,1 Bedroom,1 Bathroom,812
Cobble Hill,4000.00,2 Bedroom,1 Bathroom,950
South Williamsburg,5750.00,3 Bedroom,2 Bathroom,1460
Murray Hill,2625.00,Studio,1 Bathroom,500
Flushing,2300.00,2 Bedroom,1 Bathroom,1100
East Harlem,1800.00,1 Bedroom,1 Bathroom,670
DUMBO,3700.00,1 Bedroom,1 Bathroom,800
Upper East Side,3500.00,1 Bedroom,1 Bathroom,706
Park Slope,2200.00,2 Bedroom,1 Bathroom,650
Chelsea,5310.00,1 Bedroom,1 Bathroom,663
Clinton Hill,2900.00,1 Bedroom,1 Bathroom,700
Downtown Brooklyn,4356.00,2 Bedroom,2 Bathroom,976
Midtown West,3760.00,1 Bedroom,1 Bathroom,618
Midtown West,3800.00,1 Bedroom,1 Bathroom,672
Midtown West,4200.00,1 Bedroom w/ HO,1 Bathroom,930
Rego Park,1700.00,Studio,1 Bathroom,500
Boerum Hill,3277.00,1 Bedroom,1 Bathroom,651
East Village,5400.00,2 Bedroom,1 Bathroom,888
Greenpoint,3923.00,2 Bedroom,2 Bathroom,887
Chelsea,4540.00,1 Bedroom,1 Bathroom,633
Ditmas Park,2195.00,2 Bedroom,1 Bathroom,800
Clinton Hill,2800.00,Flex 2,1 Bathroom,759
Brooklyn Heights,3215.00,1 Bedroom,1 Bathroom,660
Melrose,1995.00,2 Bedroom,1 Bathroom,605
Chelsea,3865.00,1 Bedroom,1 Bathroom,772
Downtown Brooklyn,4500.00,2 Bedroom,2 Bathroom,1320
Red Hook,2800.00,2 Bedroom,1 Bathroom,700
Bedford-Stuyvesant,2100.00,1 Bedroom,1 Bathroom,800
Financial District,4300.00,1 Bedroom,1 Bathroom,762
Murray Hill,3755.00,1 Bedroom,1 Bathroom,665
Vinegar Hill,2575.00,1 Bedroom,1 Bathroom,658
Rego Park,3150.00,3 Bedroom,2 Bathroom,1700
Sunnyside,2100.00,1 Bedroom,1 Bathroom,850
Tribeca,4364.00,1 Bedroom,1 Bathroom,910
Bedford-Stuyvesant,2650.00,3 Bedroom,1 Bathroom,0
Soho,10000.00,2 Bedroom,2 Bathroom,1210
Upper East Side,3292.00,1 Bedroom,1 Bathroom,762
Washington Heights,3200.00,3 Bedroom,2 Bathroom,1400
Financial District,3150.00,Studio,1 Bathroom,607
Upper East Side,3750.00,1 Bedroom,1 Bathroom,762
Financial District,5480.00,2 Bedroom,2 Bathroom,1189
Financial District,2750.00,Studio,1 Bathroom,430
NoMad,4200.00,1 Bedroom,1 Bathroom,767
Bensonhurst,1800.00,2 Bedroom,1 Bathroom,1000
West Village,9000.00,2 Bedroom,3 Bathroom,1800
Greenwood Heights,2600.00,2 Bedroom,1 Bathroom,1200
Harlem,3195.00,2 Bedroom,2 Bathroom,1000
Midtown West,2750.00,Studio,1 Bathroom,0
Financial District,6595.00,2 Bedroom,2 Bathroom,1244
Bushwick,2125.00,1 Bedroom,1.5 Bathroom,1000
Murray Hill,3150.00,1 Bedroom,1 Bathroom,1000
Long Island City,2667.00,3 Bedroom,2 Bathroom,1240
Midtown West,3200.00,Alcove Studio,1 Bathroom,589
Brighton Beach,2150.00,1 Bedroom,1 Bathroom,694
East Village,4350.00,1 Bedroom,1 Bathroom,535
Williamsburg,4200.00,3 Bedroom,1 Bathroom,1000
Upper West Side,3600.00,1 Bedroom,1 Bathroom,735
Williamsburg,5500.00,1 Bedroom w/ HO,2 Bathroom,1245
Downtown Brooklyn,2700.00,Studio,1 Bathroom,536
Upper West Side,4950.00,2 Bedroom,1.5 Bathroom,900
Tribeca,4875.00,1 Bedroom,1 Bathroom,891
Bushwick,2199.00,2 Bedroom,1 Bathroom,750
Upper West Side,4115.00,1 Bedroom,1 Bathroom,650
Prospect Heights,2275.00,Studio,1 Bathroom,401
Midtown West,2980.00,1 Bedroom,1 Bathroom,672
Financial District,5854.00,2 Bedroom,2 Bathroom,1161
Upper East Side,3200.00,1 Bedroom,1 Bathroom,700
Harlem,3100.00,1 Bedroom,1 Bathroom,891
Upper East Side,7250.00,2 Bedroom,2 Bathroom,1388
Upper West Side,2835.00,1 Bedroom,1 Bathroom,567
Midtown,6200.00,2 Bedroom,2 Bathroom,1001
Bushwick,2700.00,3 Bedroom,1 Bathroom,0
Chelsea,4518.46,1 Bedroom,1 Bathroom,616
Murray Hill,5597.00,2 Bedroom,2 Bathroom,1018
Midtown East,6100.00,4 Bedroom,2 Bathroom,1387
South Williamsburg,2892.00,1 Bedroom,1 Bathroom,697
Upper West Side,4200.00,2 Bedroom,2 Bathroom,1000
Washington Heights,1900.00,1 Bedroom,1 Bathroom,800
Harlem,3500.00,3 Bedroom,1.5 Bathroom,1000
Chelsea,4939.00,1 Bedroom,1 Bathroom,727
Midtown,3495.00,2 Bedroom,1 Bathroom,0
Washington Heights,2500.00,3 Bedroom,1 Bathroom,1200
Murray Hill,3875.00,1 Bedroom,1 Bathroom,759
